A_C_Horse_HungarianHalfbred_LiverChestnut,A_C_HORSE_HUNGARIANHALFBRED_LIVERCHESTNUT,-1896838685
A_C_Horse_HungarianHalfbred_PiebaldTobiano,A_C_HORSE_HUNGARIANHALFBRED_PIEBALDTOBIANO,-78273782
A_C_Horse_John_EndlessSummer,A_C_HORSE_JOHN_ENDLESSSUMMER,-2063289686
A_C_HORSE_KENTUCKYSADDLE_BLACK,A_C_HORSE_KENTUCKYSADDLE_BLACK,-247265944
A_C_HORSE_KENTUCKYSADDLE_ButtermilkBuckskin_PC,A_C_HORSE_KENTUCKYSADDLE_BUTTERMILKBUCKSKIN_PC,-1516219602
A_C_HORSE_KENTUCKYSADDLE_ChestnutPinto,A_C_HORSE_KENTUCKYSADDLE_CHESTNUTPINTO,-1265030920
A_C_HORSE_KENTUCKYSADDLE_Grey,A_C_HORSE_KENTUCKYSADDLE_GREY,2024948086
A_C_HORSE_KENTUCKYSADDLE_SilverBay,A_C_HORSE_KENTUCKYSADDLE_SILVERBAY,1696286663
A_C_Horse_Kladruber_Black,A_C_HORSE_KLADRUBER_BLACK,-1616287563
A_C_Horse_Kladruber_Cremello,A_C_HORSE_KLADRUBER_CREMELLO,-1881155818
A_C_Horse_Kladruber_DappleRoseGrey,A_C_HORSE_KLADRUBER_DAPPLEROSEGREY,-647020346
A_C_Horse_Kladruber_Grey,A_C_HORSE_KLADRUBER_GREY,-955237712
A_C_Horse_Kladruber_Silver,A_C_HORSE_KLADRUBER_SILVER,-1846319726
A_C_Horse_Kladruber_White,A_C_HORSE_KLADRUBER_WHITE,-127412252
A_C_Horse_MissouriFoxTrotter_AmberChampagne,A_C_HORSE_MISSOURIFOXTROTTER_AMBERCHAMPAGNE,-1342159303
A_C_Horse_MissouriFoxTrotter_SableChampagne,A_C_HORSE_MISSOURIFOXTROTTER_SABLECHAMPAGNE,-420599285
A_C_Horse_MissouriFoxTrotter_SilverDapplePinto,A_C_HORSE_MISSOURIFOXTROTTER_SILVERDAPPLEPINTO,-1154406788
A_C_HORSE_Morgan_Bay,A_C_HORSE_MORGAN_BAY,2030804811
A_C_HORSE_Morgan_BayRoan,A_C_HORSE_MORGAN_BAYROAN,1230359523
A_C_Horse_Morgan_FlaxenChestnut,A_C_HORSE_MORGAN_FLAXENCHESTNUT,-1038436471
A_C_HORSE_Morgan_LiverChestnut_PC,A_C_HORSE_MORGAN_LIVERCHESTNUT_PC,-1063137731
A_C_Horse_Morgan_Palomino,A_C_HORSE_MORGAN_PALOMINO,96930969
A_C_Horse_MP_Mangy_Backup,A_C_HORSE_MP_MANGY_BACKUP,808655744
A_C_HorseMule_01,A_C_HORSEMULE_01,-1230516683
A_C_HorseMulePainted_01,A_C_HORSEMULEPAINTED_01,594040097
A_C_Horse_MurfreeBrood_Mange_01,A_C_HORSE_MURFREEBROOD_MANGE_01,917402668
A_C_Horse_MurfreeBrood_Mange_02,A_C_HORSE_MURFREEBROOD_MANGE_02,-914712122
A_C_Horse_MurfreeBrood_Mange_03,A_C_HORSE_MURFREEBROOD_MANGE_03,-598917269
A_C_Horse_Mustang_GoldenDun,A_C_HORSE_MUSTANG_GOLDENDUN,478986344
A_C_Horse_Mustang_GrulloDun,A_C_HORSE_MUSTANG_GRULLODUN,-1180427609
A_C_Horse_Mustang_TigerStripedBay,A_C_HORSE_MUSTANG_TIGERSTRIPEDBAY,43825738
A_C_Horse_Mustang_WildBay,A_C_HORSE_MUSTANG_WILDBAY,2119038574
A_C_Horse_Nokota_BlueRoan,A_C_HORSE_NOKOTA_BLUEROAN,2145697477
A_C_Horse_Nokota_ReverseDappleRoan,A_C_HORSE_NOKOTA_REVERSEDAPPLEROAN,107013696
A_C_Horse_Nokota_WhiteRoan,A_C_HORSE_NOKOTA_WHITEROAN,-1261814606
A_C_Horse_Shire_DarkBay,A_C_HORSE_SHIRE_DARKBAY,1066034872
A_C_Horse_Shire_LightGrey,A_C_HORSE_SHIRE_LIGHTGREY,36009259
A_C_Horse_Shire_RavenBlack,A_C_HORSE_SHIRE_RAVENBLACK,802784330
A_C_Horse_SuffolkPunch_RedChestnut,A_C_HORSE_SUFFOLKPUNCH_REDCHESTNUT,-1693870200
A_C_Horse_SuffolkPunch_Sorrel,A_C_HORSE_SUFFOLKPUNCH_SORREL,-1599683008
A_C_Horse_TennesseeWalker_BlackRabicano,A_C_HORSE_TENNESSEEWALKER_BLACKRABICANO,1072019803
A_C_Horse_TennesseeWalker_Chestnut,A_C_HORSE_TENNESSEEWALKER_CHESTNUT,1074477367
A_C_Horse_TennesseeWalker_DappleBay,A_C_HORSE_TENNESSEEWALKER_DAPPLEBAY,-85890205
A_C_Horse_TennesseeWalker_FlaxenRoan,A_C_HORSE_TENNESSEEWALKER_FLAXENROAN,-1667789645
A_C_Horse_TennesseeWalker_GoldPalomino_PC,A_C_HORSE_TENNESSEEWALKER_GOLDPALOMINO_PC,1048964673
A_C_Horse_TennesseeWalker_MahoganyBay,A_C_HORSE_TENNESSEEWALKER_MAHOGANYBAY,446670976
A_C_Horse_TennesseeWalker_RedRoan,A_C_HORSE_TENNESSEEWALKER_REDROAN,-727455979
A_C_Horse_Thoroughbred_BlackChestnut,A_C_HORSE_THOROUGHBRED_BLACKCHESTNUT,2120708491
A_C_Horse_Thoroughbred_BloodBay,A_C_HORSE_THOROUGHBRED_BLOODBAY,-1924405794
A_C_Horse_Thoroughbred_Brindle,A_C_HORSE_THOROUGHBRED_BRINDLE,-526169133
A_C_Horse_Thoroughbred_DappleGrey,A_C_HORSE_THOROUGHBRED_DAPPLEGREY,1861665605
A_C_Horse_Thoroughbred_ReverseDappleBlack,A_C_HORSE_THOROUGHBRED_REVERSEDAPPLEBLACK,900144280
A_C_Horse_Turkoman_DarkBay,A_C_HORSE_TURKOMAN_DARKBAY,1133837220
A_C_Horse_Turkoman_Gold,A_C_HORSE_TURKOMAN_GOLD,1702024301
A_C_Horse_Turkoman_Silver,A_C_HORSE_TURKOMAN_SILVER,-1604180548
A_C_Horse_WINTER02_01,A_C_HORSE_WINTER02_01,-216303527
A_C_Iguana_01,A_C_IGUANA_01,-1854059305
A_C_IGUANADESERT_01,A_C_IGUANADESERT_01,-593056309
A_C_Javelina_01,A_C_JAVELINA_01,1751700893
A_C_LionMangy_01,A_C_LIONMANGY_01,-963953562
A_C_Loon_01,A_C_LOON_01,386506078
A_C_Moose_01,A_C_MOOSE_01,-1098441944
A_C_Muskrat_01,A_C_MUSKRAT_01,-1134449699
A_C_ORIOLE_01,A_C_ORIOLE_01,-1302821723
A_C_Owl_01,A_C_OWL_01,-861544272
A_C_Ox_01,A_C_OX_01,556355544
A_C_Panther_01,A_C_PANTHER_01,1654513481
A_C_Parrot_01,A_C_PARROT_01,-1797450568
A_C_Pelican_01,A_C_PELICAN_01,1265966684
A_C_Pheasant_01,A_C_PHEASANT_01,1416324601
A_C_Pig_01,A_C_PIG_01,1007418994
A_C_Pigeon,A_C_PIGEON,111281960
A_C_Possum_01,A_C_POSSUM_01,-1414989025
A_C_Prairiechicken_01,A_C_PRAIRIECHICKEN_01,2079703102
A_C_Pronghorn_01,A_C_PRONGHORN_01,1755643085
A_C_Quail_01,A_C_QUAIL_01,2105463796
A_C_Rabbit_01,A_C_RABBIT_01,-541762431
A_C_Raccoon_01,A_C_RACCOON_01,1458540991
A_C_Rat_01,A_C_RAT_01,989669666
A_C_Raven_01,A_C_RAVEN_01,-575340245
A_C_RedFootedBooby_01,A_C_REDFOOTEDBOOBY_01,-466687768
A_C_Robin_01,A_C_ROBIN_01,-1210546580
A_C_Rooster_01,A_C_ROOSTER_01,2023522846
A_C_RoseateSpoonbill_01,A_C_ROSEATESPOONBILL_01,-1076508705
A_C_Seagull_01,A_C_SEAGULL_01,-164963696
A_C_SharkHammerhead_01,A_C_SHARKHAMMERHEAD_01,-840801889
A_C_SharkTiger,A_C_SHARKTIGER,113504370
A_C_Sheep_01,A_C_SHEEP_01,40345436
A_C_Skunk_01,A_C_SKUNK_01,-1211566332
A_C_Snake_01,A_C_SNAKE_01,545068538
A_C_SnakeBlackTailRattle_01,A_C_SNAKEBLACKTAILRATTLE_01,846659001
A_C_SnakeBlackTailRattle_Pelt_01,A_C_SNAKEBLACKTAILRATTLE_PELT_01,-2054685425
A_C_SnakeFerDeLance_01,A_C_SNAKEFERDELANCE_01,1464167925
A_C_SnakeFerDeLance_Pelt_01,A_C_SNAKEFERDELANCE_PELT_01,740300135
A_C_Snake_Pelt_01,A_C_SNAKE_PELT_01,-1610495764
A_C_SnakeRedBoa_01,A_C_SNAKEREDBOA_01,-1790499186
A_C_SnakeRedBoa10ft_01,A_C_SNAKEREDBOA10FT_01,-1747620994
A_C_SnakeRedBoa_Pelt_01,A_C_SNAKEREDBOA_PELT_01,1203222291
A_C_SnakeWater_01,A_C_SNAKEWATER_01,-229688157
A_C_SnakeWater_Pelt_01,A_C_SNAKEWATER_PELT_01,-125323032
A_C_SongBird_01,A_C_SONGBIRD_01,-1910795227
A_C_Sparrow_01,A_C_SPARROW_01,-1028170431
A_C_Squirrel_01,A_C_SQUIRREL_01,1465438313
A_C_Toad_01,A_C_TOAD_01,1502581273
A_C_Turkey_01,A_C_TURKEY_01,-466054788
A_C_Turkey_02,A_C_TURKEY_02,-166054593
A_C_TurkeyWild_01,A_C_TURKEYWILD_01,-2011226991
A_C_TURTLESEA_01,A_C_TURTLESEA_01,-1451393780
A_C_TurtleSnapping_01,A_C_TURTLESNAPPING_01,-407730502
A_C_Vulture_01,A_C_VULTURE_01,1104697660
A_C_Wolf,A_C_WOLF,-1143398950
A_C_Wolf_Medium,A_C_WOLF_MEDIUM,-885451903
A_C_Wolf_Small,A_C_WOLF_SMALL,-829273561
A_C_Woodpecker_01,A_C_WOODPECKER_01,510312109
A_C_Woodpecker_02,A_C_WOODPECKER_02,729471181
adl_01_burnthouse03,ADL_01_BURNTHOUSE03,-1319368535
adl_01_burnthouse,ADL_01_BURNTHOUSE,-403689180
adl_01_burnthouse_debris1,ADL_01_BURNTHOUSE_DEBRIS1,168775662
adl_01_burnthouse_logends,ADL_01_BURNTHOUSE_LOGENDS,-155322672
adl_01_burnthouse_rubble1,ADL_01_BURNTHOUSE_RUBBLE1,-338919895
adl_01_burnthouse_rubble2,ADL_01_BURNTHOUSE_RUBBLE2,2047679148
adl_01_burnthouse_rubble3,ADL_01_BURNTHOUSE_RUBBLE3,-314965768
adl_01_burnthouse_slod,ADL_01_BURNTHOUSE_SLOD,-996467820
adl01_combo_slod,ADL01_COMBO_SLOD,905464366
adl_01_outhouse,ADL_01_OUTHOUSE,1666111220
adl01pr_combo05_slod,ADL01PR_COMBO05_SLOD,1679918084
adl01pr_combo06_slod,ADL01PR_COMBO06_SLOD,-20695199
adl01pr_combo07_dslod,ADL01PR_COMBO07_DSLOD,459249395
adl01pr_combo08_slod,ADL01PR_COMBO08_SLOD,-2027757511
adl_01_vfx_helper_chimney,ADL_01_VFX_HELPER_CHIMNEY,1585226418
adl_01_vfx_helper_fire,ADL_01_VFX_HELPER_FIRE,1158811391
adl_02_s01_detail1,ADL_02_S01_DETAIL1,-849966266
adl_02_s01_details2,ADL_02_S01_DETAILS2,-1148371044
adl_02_s01_posts,ADL_02_S01_POSTS,465613804
adl_02_s01_ropes01,ADL_02_S01_ROPES01,1224095578
adl_02_s01_snow,ADL_02_S01_SNOW,305697859
adl_cabin_int_lod,ADL_CABIN_INT_LOD,-1106962555
adl_chkcoop002,ADL_CHKCOOP002,-1711276372
adl_chkcoop003,ADL_CHKCOOP003,1363995975
adl_cust_barrels,ADL_CUST_BARRELS,-1474340429
adl_des_end,ADL_DES_END,-903145608
adl_des_end_slod,ADL_DES_END_SLOD,-2113698220
adl_des_start,ADL_DES_START,-1684106929
adl_des_start_slod,ADL_DES_START_SLOD,-1872397646
adl_emitterdummy_donotdelete01,ADL_EMITTERDUMMY_DONOTDELETE01,-1855272243
adl_emitterdummy_donotdelete02,ADL_EMITTERDUMMY_DONOTDELETE02,-1556648346
adl_emitterdummy_donotdelete03,ADL_EMITTERDUMMY_DONOTDELETE03,-36559978
adl_emitterdummy_donotdelete04,ADL_EMITTERDUMMY_DONOTDELETE04,264226673
adl_emitterdummy_donotdelete05,ADL_EMITTERDUMMY_DONOTDELETE05,1484085467
adl_emitterdummy_donotdelete06,ADL_EMITTERDUMMY_DONOTDELETE06,1785461960
adl_emitterdummy_donotdelete07,ADL_EMITTERDUMMY_DONOTDELETE07,620589552
adl_emitterdummy_donotdelete08,ADL_EMITTERDUMMY_DONOTDELETE08,-1228925577
adl_fenceentrance_01,ADL_FENCEENTRANCE_01,-1089565167
adl_house01_slod,ADL_HOUSE01_SLOD,-1578622057
adl_house_back_shutter,ADL_HOUSE_BACK_SHUTTER,1700992014
adl_house_back_walls,ADL_HOUSE_BACK_WALLS,-1658717987
adl_house_chimney,ADL_HOUSE_CHIMNEY,1627988880
adl_house_front_wall,ADL_HOUSE_FRONT_WALL,776171775
adl_house_front_wall_detail,ADL_HOUSE_FRONT_WALL_DETAIL,-1661273657
adl_house_logwall01,ADL_HOUSE_LOGWALL01,-1936341461
adl_house_logwall02,ADL_HOUSE_LOGWALL02,-1087362209
adl_house_logwall03,ADL_HOUSE_LOGWALL03,-502763249
adl_house_logwall04,ADL_HOUSE_LOGWALL04,-732834398
adl_house_roof,ADL_HOUSE_ROOF,-472207113
adl_lights_01,ADL_LIGHTS_01,2005935599
adl_outhouse_snow,ADL_OUTHOUSE_SNOW,-17088895
adl_p_door_chickencoop,ADL_P_DOOR_CHICKENCOOP,878367521
adl_snow_barn,ADL_SNOW_BARN,-656166601
adl_snow_glue_01,ADL_SNOW_GLUE_01,-1746210082
adl_stables,ADL_STABLES,-61577793
adl_stables_detail,ADL_STABLES_DETAIL,-1097223758
adl_stable_sml,ADL_STABLE_SML,-1147050967
adl_stable_sml_decal,ADL_STABLE_SML_DECAL,465393780
adl_stable_sml_detail,ADL_STABLE_SML_DETAIL,1888356894
adl_stable_sml_rope,ADL_STABLE_SML_ROPE,1225607123
adl_vfx_snowdriftroof_001,ADL_VFX_SNOWDRIFTROOF_001,-1444055246
adl_vfx_snowdriftroof_002,ADL_VFX_SNOWDRIFTROOF_002,2021626967
adl_vfx_snowdriftroof_003,ADL_VFX_SNOWDRIFTROOF_003,1384466523
adl_vfx_snowdriftroof_004,ADL_VFX_SNOWDRIFTROOF_004,1691020518
adl_vfx_snowdriftroof_005,ADL_VFX_SNOWDRIFTROOF_005,-2040713194
adl_vfx_snowdriftroof_006,ADL_VFX_SNOWDRIFTROOF_006,2014811019
adl_vfx_snowdriftroof_007,ADL_VFX_SNOWDRIFTROOF_007,904466167
adl_vfx_snowdriftroof_008,ADL_VFX_SNOWDRIFTROOF_008,1479562117
